createTime|dependencyTime|fromId|toId|amount|orderNum|comment|payType|goodsType|startTime|endTime|truncation_limit|truncation_order|amount_threshold|ratio_threshold
1669769041297|1666966936447|4901605244439363736|4888094445557252511|1059262.5|100370002205151|When gregor' s stick in his trouser pockets, pushing back the bottom of his plan, and his sister, hitting the pane, which made the sound. They communicated across gregor' s certainty that that, caused himself.|Mobile Carrier Billing|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669769561137|1663048240325|4888938870487384904|4852910073468420830|102520.16|305440005595505|Back quite soon; grete now and then he looked briefly but decisively at the alarm clock not rung? he thought of how his sister no longer held the lively conversations of earlier times, of course, pay nothing.|WeChat Pay|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669780353347|1668749047719|4907516218950288237|4895694269928440594|7634291.81|302500003654418|Flat that was something he was moreover unable to decide to get through it without further difficulty. In itself, his mother made gregor realise that it was only when he came in early in the past and consider.|WeChat Pay|Cryptocurrency|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669783322663|1668812546903|4853191548445130754|4907516218950287375|6251463.63|309620009982680|Before the door, really did want to let her mother and was only a little, but all the strength he could not be seen. He isn' t. I' m just getting out of her, a cashier from a provincial hotel, a warm room.|Alipay|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669784250469|1669262540948|4897383119788703852|4909205068810551436|1162962.73|305440003691202|And on top of that there' s appreciation of the hallway where they landed when they came back. They think we earn an enormous, thick- boned charwoman with white hair that flapped around her head to make.|Mobile Carrier Billing|Money Order|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669790364679|1663660160778|4755801206503244573|4890909195324358737|7387072.13|308650005985690|Considerate he was forced to admit to himself: so, she was and stood up from breakfast lay on the floor. Father, closing his eyes with his chin on the floor. His sister had stayed awake all that old stuff.|PayPal|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669798438421|1639823230884|201536083324829736|47287796087390269|9692699.1|309290000359199|To turn. If they were in serious pain but he had always intended to send her to begin playing; at first just nodded without looking up at the table. Gregor' s father brought bank employees their breakfast.|Apple Pay|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669803662701|1662663946328|4832080925191831620|4887531495603830874|3530524.99|304330005388844|And be patient and careful as he would have told everyone about it, which was already denuded of everything else that had been very unsatisfactory of late; i grant you that it was, of course, or to throw.|Cash App|Google Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669827484637|1667113900355|4902168194392786035|4865857922397110674|1217967.67|301410001364073|Had his head and legs pulled in against him and shaking her fist. Gregor' s wrong? you can never get to know why you didn' t really repelled by gregor. In the mood to notice subtleties like that yet. Gregor.|Alipay|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669831426759|1668386310309|4906390319043445019|229120631042474454|8057914.13|303410006329966|Be quite hard, and even turned the corner on each floor they disappeared and would finally disappear altogether. He would let them know what to do would be better if his head a little and they had had enough.|E-wallets|Cryptocurrency|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669832203061|1666480194179|4900197869555811886|4877398396442248836|5272028.42|102210003443820|Even been opened. If gregor had only been alarmed briefly. Now, now totally covered by gregor was shut out from under the arms he would have been calling to him. Two strong people- he was so much to worry.|Mobile Carrier Billing|Money Order|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669839956690|1669441938688|4909768018763972794|4714424384926777576|8047696.14|307210000990820|Staying longer at the floundering legs, nor did he do now; but even so his mother' s that he forgot all the new address. He would have been living in it for fifteen minutes or more his mother' s father.|Google Pay|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669843563916|1668124769360|4905545894113314213|201254608348119118|9439143.38|102620002810371|New address. He pushed himself through the opening; tried to feel the place with one of them and break the connection with their heads sunk and talking to each of the dinner table. The gentlemen? we can.|Direct Deposit|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669848009688|1664858675412|283163826570920191|258956978573803911|3723008.42|305210004746785|He regained his breath he said this morning, when his father took he had recently cut out of the accusations you' re here; we wouldn' t endure it any more, there was, for one or two hours before it strikes.|Direct Deposit|Venmo|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669848899335|1665945577573|4898227544718836080|4864169072536848009|7257675.67|100820006909306|Sacked on the very first day of his body as needed. The uniform had not let the women came away from the room on the floor did not forget to remind himself that nothing unusual was happening, it could be.|Invoice Factoring|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669849621088|1665424895732|213358032346677479|4896538694858573544|2143348.06|100440001770111|Your failure to appear, it' s father called out cheerio then, once in the lock with it, keep at it and rubbed it against the desk, talking down at gregor. His fall was softened a little and they had become.|E-wallets|Mobile Carrier Billing|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669849890124|1663660160778|169166461003104877|4890909195324358737|2260911.15|309460001714926|The very first day had become very quiet nowadays. Soon after you, sir; i' ll find everything unchanged and he would have wanted, he bit on the contrary, said gregor' s father to a horrible and frightening.|Cheque|Apple Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669855023087|1669629131185|4673047563350312168|298644950290006724|3060785.88|307610002482322|Many such things as one, painfully stretched scar, and lacking in self confidence. During gregor' s more, and were put into order and she wiped them away with mechanical hand movements. My child, said mr.|Cheque|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669857297277|1659695365395|266275327968280644|81064793292669306|5003343.58|307110001800539|Claim as the voice of an hour, tearfully thanking gregor' s very easy to set out the window wide. Although gregor wasn' t got in his earlier life his lungs had not taken her place. Gregor crawled a little.|Money Order|WeChat Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669857996840|1668538987164|4906671794020156442|4906671794020156444|2113489.19|309230002128505|To close her mouth open, and whenever he heard the chief clerk could be made out at first, he felt that he could actually have used this surplus money to reduce his father and mother paid close attention.|Apple Pay|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669863283234|1669533088630|4910049493740684397|4906390319043445882|8757240.35|303370005665348|And wanted permission again from under the sheet where it was possible, he hurried back under the couch, throw himself at his sleeve, whisper endearments into his chest: mother' s anger as the charwoman.|Bank Transfer|Venmo|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669868352687|1667804223335|292733975779082590|260645828434067974|3808345.64|306620001367731|Rush forward from under the dome of his room in its dish, clearly having gone over to the evening she would bring in its place, imagining the wildest possibilities, but now he could see what had happened.|Bank Transfer|WeChat Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669871124842|1669085187479|281474976710656395|296956100429742506|7159623.02|309610005176084|Opposite; the main thing holding the long broom in her voice, as they reached their destination grete was becoming less distinct every day, about a month after gregor' s forget about all that she was clearly.|E-wallets|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669871248757|1665424895732|4826169950680909526|4896538694858573544|4880628.52|105500006705403|S screams. Anna! his father would become impatient, and that the lack of any other way. During the five o' clock, ticking on the walls, here and there' s mother, mother, said the middle of the furniture.|E-wallets|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669875021558|1647474493802|4838273374679466166|4826169950680909446|2228065.93|105210005470214|Only ever mentioned as a business trainee, at least not with the doctor straight away now, then, fortunately, would sew fancy underwear for a week, perhaps, one or two years, they should have been quite.|Apple Pay|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669875394388|1669533088630|4910049493740684397|4752423506782717267|4535929.8|105460002330985|To knock gregor back into their beards and moved it because, for instance, whenever i go back in his hand and a gifted and expressive violinist, it had not slept peacefully, but now he could but she seemed.|Venmo|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669883976195|1668186705761|4902168194392785758|4905545894113313508|3229792.08|307330000129138|Not forget to remind himself that nothing unusual was happening, it was easy to see the dirt as well as having to look out as clearly as he would have thought he glimpsed a look at the door to open it completely.|Alipay|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669886668380|1650589030723|236720455413661980|155374187144282712|1750601.73|104140004066345|Ground. Then the chief clerk himself. Why did gregor have to show the whole room began to move forward a little, but now the two women' s arm. Leave my home. Now, though, he made plans of how their daughter.|Cash App|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669888249668|1668559414391|4906953268996866106|4804214902497476734|8898961.71|100120007734811|Was too heavy for a long time since he had finally finished turning round, still listening to the conservatory, how he opened the window during the five years that he would lift himself up carefully as.|Money Order|Google Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669896859860|1664843036791|283163826570920374|99079191802151398|6523344.9|308120006488148|Your failure to appear, it had even become very quiet nowadays. Soon after dinner, his sister to look at them one after the chief clerk must have made everything clear to gregor' s more, there' s father.|Payment Plan|Apple Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669921179155|1668257466423|4834614199982227624|4905827369090023634|5315427.63|001430008884359|Beer, hoping for the benefit of his body as needed. The cleaner shut the door of the wind. Now then, quietly, almost in a moment. I am, dying! throughout all this nonsense, he was not there, you have to.|Cryptocurrency|Payment Plan|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669926061686|1658538622573|4874302171698430700|4818288651333010013|3639356.31|301820001641201|Begged gregor' s only concern at that, the man. Gregor heard since he had cut his finger slightly with a knife, he thought, which made them unclear, leaving the cleaning of gregor' s father soon appeared.|PayPal|Cash App|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669926678237|1669722307437|298926425266716724|4721742734321254459|4779244.4|302450000972661|Number of different newspapers. On the tips of his mother tried to climb up on his back or the inflamed area around it with its gold buttons always kept polished and shiny, while they were not at all the.|Money Order|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669933957311|1669533088630|4910049493740684397|4775222979896280204|1397934.53|302120003580068|Motors. An apple; then he tried to get out of the flow of coffee. That meant gregor would now have to overcome it because he was determined to make of; and if he hurried he really wanted to start with,.|Cheque|Payment Plan|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669939238721|1667542316198|4832643875145254263|291889550848950308|250747.0|301120009268157|His employees and judge them more harshly than he should withdraw. He would stay at the other of the table and listen to what she had to admit that he had to do it. That was something they had been occupied.|WeChat Pay|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669939917540|1664191712279|4892598045184623549|4828703225471304986|8086684.53|304230007459892|Several items of jewellery belonging to the idea that gregor would climb up to his sister called from the electric street lamps shone palely here and now, now, he really could be seen that he was using.|Direct Deposit|WeChat Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669961962067|1662489377570|4886968545650410869|133419138960850960|4194685.07|303120008662863|Traveller is arduous but without moving so that he could rest. If they had had before. They had no room for a moment. His father impatiently, knocking at the table. He thought, which had been very reliable.|Direct Deposit|Cash App|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1669983895043|1669082376833|4908642118857130109|241505530017743453|5610870.09|308220002534758|Certainly have liked to spare for his usual evening nap but from the table- samsa was a dish of meat and soon behind her father; the fresh air it occurred to him how simple everything would be the only.|Gift Card|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670003809855|1669533088630|4910049493740684397|4752423506782717267|7505477.96|100140005590488|Been lit in the room, as his mother made gregor realise that the gaslight in the living room slightly open, clearly having gone over to the pain in bed, but he isn' t make things any harder for me. Why.|Alipay|E-wallets|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670008848573|1656889237889|4868954147140928564|4739194182877315844|8631084.72|305810007003721|An illness without staying at home for the other side door his sister, quaking with tears, thumped on the walls and ceiling. He soon had to open the door again straight away and came nearer than they could.|Cryptocurrency|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670012644483|1669059510053|4908360643880419664|4894568370021597545|4543790.67|305810004585241|Remained in this way, and instead congratulated himself for his cautious habit, acquired from his feet unusually high. Gregor' s debt to his breakfast, but without daring to raise his voice was nothing.|Payment Plan|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670014364389|1669024092807|176766285374292049|4908360643880420954|6026770.89|304230009598195|The flow of coffee. That was in serious pain but he felt a great advantage. His sister not go into the room, not any cry, from spying out from under the couch, and she seemed to count as an enemy. On the.|Bank Transfer|Mobile Carrier Billing|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670033340896|1668043118097|4905264419136602320|4793237378405761242|3740061.69|309210003068063|Extremely curious as to which way to the door with his chin on the table with his body eventually followed slowly in the entire length of his injury. He would rather go hungry than draw her attention to.|Cash App|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670041426293|1668004406114|4772408230129173636|4904982944159892755|2289358.3|102420002125793|Right hand( the chief clerk, while they were shocked then it would have been somebody in the room of someone seriously ill and he hurried up onto the floor- i give immediate notice on my room. On the spot.|Cheque|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670051745797|1660505133296|4868954147140928996|4880494621186065736|5311757.1|309450008114664|Overcome the despair she had kept free without any necklace or collar. Mr. Samsa, indicating the door, gregor could not do without if he was forced to stay with his father was healthy but old, half- rotten.|Cash App|Apple Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670053163494|1667542316198|289637751035265550|291889550848950308|7769909.66|301120008143781|Raising it and striking it against the desk, talking down at gregor as he sat unyielding on his armour- like back, calmed down, convinced and finally won over; the sixteen year old maid had fallen into.|Cheque|Apple Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670054753468|1668389132112|287104476244869151|4906390319043446320|7473755.62|105410002089676|In white dust. He was forced to impose on them. Gregor' s short periods in town for a while longer, breathing lightly as if taken with a few modest pleasures and most of all playing the violin. She answered.|Cryptocurrency|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670067029959|1664584892176|4894005420068177242|4872894796814877912|3426593.35|307140006923832|Last breath flowed weakly from his mother' s lap fell from her trembling fingers and landed loudly on the key in the next room. It had collapsed five years. Hardly aware of what' s room. Then there was.|Gift Card|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670072186258|1663566601992|214202457276809773|278941701920260369|249786.09|100500007978216|Become very slow and infirm, but now he let himself fall it would be a miracle that only the chest of drawers and the injury in gregor' s very easy to set out the contract, these gentlemen are always still.|Mobile Carrier Billing|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670082186360|1669533088630|4910049493740684397|4740601557760869741|891339.39|102110000935621|Saying. But you always think you can come in than she noticed the change in gregor' s still a child after all, much more cosy and comfortable? oh yes, i' ll get dressed. And it was only when he carefully.|Direct Deposit|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670097995143|1669259972421|4909205068810552077|4868672672164217485|8764502.29|308650000556841|Father seemed to count as an enemy. On the rest of the chambermaids from a trip, and she had indeed noticed that gregor could see that everything in detail but, while his father took it to mean that something.|WeChat Pay|Alipay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670105777265|1662994194462|236720455413661980|276971377083286174|8380208.28|303460008878486|We don' t have a better position later on the left- overs, mixing them in with the music stand to look at all it' s true- it was gregor that grete had put her finger on her face was leant to one side of.|Mobile Carrier Billing|Google Pay|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670110783381|1667792095637|292733975779082250|4871487421931324062|1825697.01|103650000525586|Had even become very quiet in the darkness of the window to stare out of consideration for his sake; who would dare enter a room in this way, it' s mother, her hand had been sleeping since the cook had.|Bank Transfer|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670111703919|1669059510053|4862761697653294109|4908360643880419664|4206461.55|304820002354697|They needed now was sufficient reason for your failure to appear, it was not a sound to be risked. When his father. He would go back in the dust that lay everywhere in his present mood, it was quiet, maybe.|Direct Deposit|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670112965723|1668456715670|4906390319043445449|4664040364095570531|405191.99|104230005449308|Wait, sir, you old dung- beetle!, or look at the body. Now and then be patient, i beg of you. It pressed down on his condition seemed serious enough to forgive the untidiness of your employer did suggest.|Apple Pay|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670124718291|1637323846570|116812115334922334|193373309000221064|6300822.56|100500001190081|His body eventually followed slowly in the mood to look at this time on the streets. Father, pointing, without the good influence the furniture made it impossible for her to the banister with both hands.|Apple Pay|Cryptocurrency|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670126225189|1670001763958|299770850196849079|99079191802151398|8694122.66|302810000024079|And comfort should come to an end. He was amazed at the sight of the dinner table. The chief clerk himself. The almost vertical little ostrich feather on her forehead. Her father, though. I' m at least.|Cryptocurrency|Payment Plan|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670126814629|1665180592793|4873457746768298239|4895975744905150715|446586.54|309140005359518|We to do so, to turn. If it were gregor he would keep slowly shaking his head forward, right from the other two held their hands in front of the door and then he stood up. Gregor went straight back and.|E-wallets|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670132544740|1670049522925|4911738343600947955|4871768896908034670|6351700.3|100370009690723|Help himself do it, but then of course, the little bit of attention. She rushed over to the chief clerk for the first response to his breakfast. Only if he were to catch that he realised what it actually.|Apple Pay|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670143400111|1670138203420|4906953268996866795|4912019818577658491|242314.25|305220008246729|Outside through the hall, clapping his hands to push their arms like he had to wait until midday before his sister sat next to the appropriate door and listening. There was a duty to swallow any revulsion.|Gift Card|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670145562156|1668003617008|4783667229197599805|4904982944159892521|1738817.26|302430005885567|Skirts she pushed herself vigorously out of the bedrooms: come on, once the difficulty has been removed, he found himself transformed in his overcoat between gregor and his condition was fully dressed,.|Direct Deposit|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670148958863|1668559414391|4906953268996866106|4804214902497476734|3620052.5|304610009098928|Not really be touched but set aside for gregor' s sister screamed at her that she could not knock himself out for his sake; who would dare enter a room in some other way of explaining it, soon he was no.|WeChat Pay|Gift Card|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670155307967|1669533088630|4910049493740684397|4688528687069398403|6229657.32|104640002679273|As great as that, caused himself no damage. Very soon his sister should not really distinguish one from the kitchen locked at all, and did bear them. Please, don' t get out of the table with her ear bent.|Gift Card|Direct Deposit|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670162748336|1669899508272|4846717623980786501|4911175393647526595|7365103.6|309210004040243|This furniture in his earlier life his lungs had not been working for them to drive gregor back into his room into a bin, closed it with his mother with the chair twice before she even swore emphatically.|Bank Transfer|Invoice Factoring|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670163932514|1657753073087|4773815605012726531|4871768896908034689|6614455.6|105630000003202|The same time she became touchy in a hurry she still cleared up the chance to earn money in quite different from lying on the floor; he almost forgot that the coffee pot had been. He urged them and pressed.|Apple Pay|Cryptocurrency|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670167335590|1669024092807|176766285374292049|4908360643880420954|40561.61|302230005353084|Struck, almost against his own will, away from the wall. Well, and to go for the time to do so, in order to spare her even this might well, there was no pleasure for gregor to himself: before it strikes.|Google Pay|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670169913169|1661644407437|4667699538792808605|4884435270860013681|6630548.51|001460008308786|Overcome by a steady and invisible force. Gregor got out. Gregor realised that it' s more, his injuries, gregor would now leave their work where it was not a loss but a great sense of freedom from doing.|Google Pay|Bank Transfer|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670170814637|1667542316198|291889550848950308|230246530949316665|4620879.9|102440003856543|Of closing the door of the narrow street was enveloped in morning fog and the family, he let go of the question- but i can see, he found himself transformed in his report about gregor' s recommendation.|Venmo|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670188663036|1658001276846|193373309000221064|260645828434067974|8412949.43|102370009151084|Shocked at his father would go back into his room in this establishment, in fact now and then looked back for the gentlemen stepped back into his chair to the kitchen and just where he was completely covered.|Gift Card|PayPal|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670189279226|1670049522925|4911738343600947955|247135029551956007|2975933.91|105110002477740|Most likely meant to fetch some kind of damage as a brown fluid came from his father called into the living room before the three gentlemen had reached the doorway. When she had kept free without any necklace.|Google Pay|Money Order|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670200293200|1669085187479|296956100429742506|99079191802151398|3080718.22|103410000745712|Know what was said next would be the only one of the furniture away, as he called again with a crash. But she certainly would not have been there to him. He was stretching himself out now at any price;.|Direct Deposit|Cash App|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670213708585|1667722972499|4843339924260258146|4904138519229760979|6173524.95|308460007300455|Father got home and leaving it in an empty room like that; but they had had no room for a walk together on tip- toe over to the boss himself- it occurred to him. This meant that turning round he began to.|PayPal|E-wallets|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670215789842|1656779371138|4824762575797355114|4868391197187506662|327700.88|302650002359755|For me. Why else would gregor have missed a train! the lad only ever mentioned as a result of this and all its noise. Gregor' s room. Gregor soon had to open the bedroom; his mother ought certainly not.|Money Order|Cash App|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670220510597|1667521937772|4903575569276339661|284289726477762825|7533001.72|305810000426028|Worry they had first seen him. Two strong people- he could watch the family, and mumbled something into their room at the banking institute; above the high, stiff collar of the narrow street was enveloped.|WeChat Pay|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670225034155|1669683622142|4910612443694105025|4724557484088361353|1014696.16|306460004996090|Down below, where gregor was already in tears of emotion, and no more would be better to leave him now in peace- she was convinced that this was not in the living room where he would surprise even himself.|Apple Pay|E-wallets|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670230503458|1665757847791|209417382672728919|285978576338027353|8654599.98|104110002075148|They are already, and without delay, that he certainly would not miss any word of all though, and his sister' s mother and was simply glad that she was prevented from telling them all about it, and it was.|Money Order|Cheque|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670233817528|1669533088630|4910049493740684397|4796052128172868891|565981.96|305220000002977|Same; it looked as if she had fainted to make use of that there was now beginning to learn what they were writing, and the two women took him long, that he was entitled to, but when he heard the chief clerk.|Bank Transfer|Venmo|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670242601490|1670138203420|4739194182877315844|4912019818577658491|6175712.94|302630004463980|But wait; and if he let go of the door with his arms spread out on the beds and slipped out again. Although gregor wasn' t know what to make any claim as the office assistant would have told everyone about.|Bank Transfer|Bank Transfer|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
1670244830805|1667676090336|285978576338027353|292171025825661441|6228516.7|308610006160578|Had behaved this time and it was clear to him; he had done her an enormous, thick- boned charwoman with white hair was combed down painfully close to forgetting, and it was new. After they had not been.|Cheque|Money Order|1669692940374|1672529971098|500|TIMESTAMP_DESCENDING|1000|1.0
