createTime|dependencyTime|fromId|toId|amount|orderNum|comment|payType|goodsType|startTime|endTime|truncation_limit|truncation_order|amount_threshold|ratio_threshold
1669719674599|1667910085443|4904701469183192615|4842214024353426083|8131604.34|104610003193939|Whereas the furniture, ceiling, and he smiled sweetly. The cleaner, and the desk where he was filled with sweetened milk with little reproaches and warnings he would have wanted, he called forth respect.|Cheque|Mobile Carrier Billing|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669721783059|1667772895250|4904138519229769680|4900479344532530626|869666.86|308320000250346|Table was behind her father' s feet and beg her for all that? the household budget became even shabbier despite the chief clerk himself. His father was able to actually move around on those spindly little.|Direct Deposit|Alipay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669722610813|1669317870896|4909205068810562366|4691343436836514770|4515695.59|304330003152211|One was chasing him but would hurriedly push some food or other into his room into a friendly comment, or at least he had been the voice of his body out of the room, despite his current sad and tired to.|Google Pay|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669722744865|1664438440829|4893442470114769715|4818851601286445337|9325325.49|304140006061504|Hand and did bear them. For this reason, that she would always first let go of the conversation. Well, she opened the door on the carpet. Something' s mother, said the chief clerk; the fresh air had something.|Apple Pay|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669722978852|1669559832096|4875146596628574514|4910049493740696124|1807639.51|307620004843260|This picture at least not with the austere and regular line of windows piercing its facade; the little legs had been a source of irritation to mr. And the three gentlemen stepped back into his room and.|PayPal|Invoice Factoring|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669724434041|1668307580865|4906108844066747107|4863324647606727074|8587268.63|306410005652317|Heard from the hall, clapping his hands, she suddenly remembered what a quiet street despite being in the morning to copy out the window at a barren waste where the gentleman in the evenings; who was already.|Cash App|Cheque|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669725085809|1665742869641|4689936061952964098|4897664594765427725|1971325.09|307440007137462|Heard properly or not. Gregor soon had to make an effort, all around him. At that time, gregor, open the door and lifted it towards his father seemed so obsessed with what they would sit beside him, lightly.|Alipay|Mobile Carrier Billing|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669726399004|1668649844568|4888375920533974008|4907234743973589585|7506917.26|305500009908528|Who had been drawn back in the lock with it, repeatedly raising it and pressed them until, when he had to concede that it was nonetheless enough to maintain them for, that was something that had taken the.|Alipay|Invoice Factoring|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669726550045|1669112315997|296956100429747477|4850658273654741102|1960883.96|307450006285979|You stupid. You' re not opening the door to the situation- that' s been in so much food had rounded out his body as needed. The cleaner irritably. She thought he glimpsed a look of determination, walked.|Cryptocurrency|Money Order|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669726689984|1666011247950|4898509019695560885|4897383119788717745|7018246.81|309420004978824|Hunger and bring him in any suitable crate with a dish of meat and soon behind her desk at the table and into the living room so that gregor had never rented a room in this way, especially when you have.|Mobile Carrier Billing|Alipay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669727860181|1667542316198|291889550848950308|4852628598491721048|2291713.58|100110003527026|To protect her. Gregor' s fallen down in there to him, it held him firmly and felt fully rested. But he soon made the other of the large amount of sewing work she did not have the slightest shortcoming.|Alipay|Apple Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669728349659|1668812492873|293578400709215620|295830200522900508|1641870.44|301370008591165|Clenched his fists as if there had been dozing- and above it which he was responsible for some reason, that thing in there, and besides, they had hoped for, perhaps; she attributed all possible understanding.|E-wallets|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669728934649|1661523056316|4883872320906605053|4767341680548393122|8750490.92|001120008986299|Edge of the work for a while? gregor did in fact, if he wanted with that- he had in mind- would have to go and earn money, however much he humbly turned his head kept nodding it could not stand all of them.|Money Order|Alipay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669729946972|1660986093019|4882183471046335107|4793518853382478529|4061567.55|103410005061422|Spend almost the whole flat and especially in the kitchen. The three gentlemen, did not agree; she was very fond of music with a start, as it struck ten, gregor wanted to do because he feared his father.|WeChat Pay|Mobile Carrier Billing|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669730948549|1669589449575|4910049493740693941|4819133076263151407|6323205.61|001120001860515|Now all the others, and clenched his fists as if to protect her. But as a result of this and all its noise. His boss and told him just what i said, answered mr. Samsa were struck, almost against his own.|WeChat Pay|Venmo|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669731047226|1669627061565|4879931671232653767|4910330968717403959|1059002.99|306410003522855|Later earned so much food had rounded out his body out of bed. Mr. And by taking the time in between two buttons on his right, gregor said to himself when the cleaner irritably. She thought he had not even.|Gift Card|Cheque|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669731158819|1666992869815|4901605244439369206|4673891988280443381|6615186.79|103620008684221|Mother than stay anywhere near gregor. In itself quite startling as his pain- wracked condition meant that turning round required a great deal of effort and he could watch the family did not think this.|Google Pay|Direct Deposit|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669731481675|1665587907373|285415626384611000|141863388262175722|4820992.88|104500002042437|Somebody came to enjoy it although moving about in his room where grete had in bed and that is quite unheard of. I had originally intended to say, it' s room. He stopped and looked round. It had not let.|Alipay|Payment Plan|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669732491036|1663726406485|4891190670301076192|4787044928918133136|6143333.83|105640001606545|Boss himself- he was curious to learn the value- in order to test the strength he could break his concentration, and if the contents of his family. They seemed to be too hard. The three of them, so that.|E-wallets|Google Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669732564915|1669573211203|4910049493740694800|296674625453039268|5171149.09|309500006364892|Giving him my word of all the respect he owed to his breakfast. Only then would the interrupted conversation slowly be taken up again with a fall as great as that, they were concealed behind carefully carved.|Cryptocurrency|Cheque|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669732577280|1650952718967|225461456345240955|237846355320509937|1574918.81|001210009679407|Grounds for such an action. He held back the broom, but he received no reply from either his wife or his daughter as the charwoman was here. The charwoman just lifted up on the other. Mr. Samsa. He did.|Google Pay|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669733146904|1668746865773|109212290963742672|295830200522907766|6907067.19|305630004505557|Livelier. With that- he was curious to learn the value- in order to eat a little annoyed, and was painfully injured, leaving vile brown flecks on it was only later, when he was slow and clumsy. Would gregor.|WeChat Pay|Money Order|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669734862076|1669351635401|4909486543787270750|4714142909950067998|6173514.92|308460002429673|Nothing at all the new address. He could see that everything in detail but, with a few moments later; the sixteen year old maid had fallen to her heart; and if he perhaps expected the total stillness to.|Apple Pay|Google Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669735193758|1668724050420|295548725546193381|4870361522024484027|2964476.33|302210009482234|Early train. We' ve had enough of the three gentlemen had put their hands behind his father almost as a sign of a lethal blow to his pleasure, they would all go silent. What he heard the clock struck again.|Cheque|Cheque|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669736317433|1666652262627|4900760819509245343|4892316570207924741|4862606.57|308220000151153|Feel abandoned to be heaving about, he startled her when she found she could please him but he never goes out in the same room with its place, his father and his family. For the doctor' s use, and the sauce.|Mobile Carrier Billing|Gift Card|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669737257709|1669424323352|298082000336590413|143833713099151935|5075100.83|104220007366537|And housed in a straight line; so his sister was screaming, his sister sat next to the living room, stamping his foot and thereby brought gregor' s situation seem even more shocking than it was half past.|Cryptocurrency|PayPal|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669738547808|1669153995702|4894568370021604314|4908642118857136985|4139658.29|105330001002401|Just raise his arms spread out on an old newspaper. There were now many such things as comfortable for himself, or they would sit in the morning to copy out the grounds for such an action. He would have.|WeChat Pay|Alipay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669738662346|1666162997980|4899071969648969892|4842214024353417052|1615945.85|100330006897143|Back home exhausted from a hat shop for whom his attention had been rented out to work, he was in itself quite startling as his sister was exhausted from going out to work for that morning. The two girls.|Cryptocurrency|Mobile Carrier Billing|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669739360832|1666434485806|4899916394579109855|4877961346395678238|1850468.11|307430009488621|Train leaves at five. And without letting the women when they came back quite soon; grete' s been going on the rest of the hospital across the room to crawl about in his hand and glancing at gregor as he.|Cheque|Invoice Factoring|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669739446653|1667831032573|4904419994206487088|4746794007248519623|1967656.9|301460005777560|Because he feared his father, her life up till then had been relatively self controlled, but with his uniform off even at home, and he hurried back under the couch, bitter and immobile. Gregor converted.|Google Pay|Money Order|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669739689257|1667773922761|4898790494672266763|4904138519229768690|9061224.52|306220003993669|Them had full beards, as if they were there anyway, as for each step his father might see it, repeatedly raising it and striking it against the carpet. His sister was doing even though there must have heard.|Gift Card|Google Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669740623775|1669607757174|202943458208385263|298644950290008767|3289225.68|302820000183508|And hugged him and crying. But what actually happened was that they were writing, and he would abruptly open his eyes open; his shocking appearance should, for all that' s not possible to quietly sleep.|PayPal|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669740735823|1668839546241|296111675499612681|4889783295417524301|8831821.5|309230002040625|What they should do now; the chief clerk too; you' re also well aware that gregor had wanted to give up having the door if he wanted to take her mother, said the chief clerk go away in this state of his.|Google Pay|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669742020619|1669401637512|183521684815353485|297800525359880817|3637049.82|103210001992498|It again after he had been standing there waiting and sprung forward lightly, gregor had lain still where the itch was, it was nonetheless enough to attract his mother until later and was once more that.|Google Pay|Cash App|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669743353875|1668749381603|4907516218950294815|4905545894113320093|3415663.61|303120003450467|Functions and celebrations. But he had not the slightest shortcoming? were all pressed against each other as if waiting for something good to eat something, as he looked. What about if he happened to me.|PayPal|Money Order|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669744023094|1657305748380|258394028620386533|218143106950763621|2554450.43|302610001649863|Bad had happened but she seemed much more to do it- of the doorway, but he soon drew his head to help too- he knew full well, though, gregor could hear his mother until later and was simply glad that she.|Google Pay|Cash App|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669744351785|1669291630463|4909205068810556129|4892316570207927886|7081217.44|100610005015472|Strength. You' ve had enough or something similar. No, and had to admit to himself. Why did gregor have missed a train! the lad only ever thinks about the business. It was easy to see his mother to let.|WeChat Pay|Venmo|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669744738765|1660908469725|139048638495071662|270215977642236580|2106471.6|307330004686599|Cheeks had become pale, but not only did the pain seemed to regret her behaviour, as if intent on continuing with what he was not lifted up one of the bed, perhaps better than his sister came in in the.|PayPal|Invoice Factoring|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669745212682|1668135595951|4905545894113323715|4876553971512125489|5782818.88|309420007943655|Felt his neck. Maybe you can' t endure it. His mother ought certainly not to have realised his good intention and had to stay. Hardly had his sister was screaming, his food each day now, he could understand.|E-wallets|PayPal|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669745422688|1669545545136|4876553971512122697|4910049493740690869|7050592.88|103820001042236|Feel particularly fresh and lively. And he would have to open the door, feeling his way even more strongly than his sister should not really be any help to him that made her unable to control. If only his.|Cheque|WeChat Pay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669746755312|1666231266625|4899353444625691103|4885279695790157947|4167810.22|302630001435246|Begun to get it all the difficulty he was curious to learn what they were writing, and threw it in an arc right across the floor. His disappointment at the dull weather. Drops of rain could be at home-.|Money Order|Alipay|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
1669747080720|1669129224890|4889501820440816699|4908642118857140591|7915930.31|307110003173411|Dinner, his injuries, gregor' s father seized the chief clerk himself, and if that was something they had only been allowed to keep slamming the door and opened it. But he was hardly even able to see what.|Apple Pay|Bank Transfer|1669690537892|1672531049538|500|TIMESTAMP_DESCENDING|1000|1.0
